Datetime,Longitude,Latitude
2024-04-25 01:28:06.100,-84.335713629,30.453888219000003
2024-04-25 01:28:06.150,-84.33571343850001,30.453887153500002
2024-04-25 01:28:06.200,-84.335713248,30.453886088
2024-04-25 01:28:06.250,-84.3357130575,30.453885022500003
2024-04-25 01:28:06.300,-84.335712867,30.453883957000002
2024-04-25 01:28:06.350,-84.3357126765,30.4538828915
2024-04-25 01:28:06.400,-84.335712486,30.453881826
2024-04-25 01:28:06.450,-84.3357122955,30.453880760500002
2024-04-25 01:28:06.500,-84.335712105,30.453879695
2024-04-25 01:28:06.550,-84.3357119145,30.4538786295
2024-04-25 01:28:06.600,-84.33571172399999,30.453877564000003
2024-04-25 01:28:06.650,-84.3357115335,30.4538764985
2024-04-25 01:28:06.700,-84.335711343,30.453875433
2024-04-25 01:28:06.750,-84.3357111525,30.4538743675
2024-04-25 01:28:06.800,-84.335710962,30.453873302
2024-04-25 01:28:06.850,-84.33571077149999,30.4538722365
2024-04-25 01:28:06.900,-84.335710581,30.453871171
2024-04-25 01:28:06.950,-84.3357103905,30.453870105500002
2024-04-25 01:28:07.000,-84.3357102,30.45386904
2024-04-25 01:28:07.050,-84.3357100665,30.453867681000002
2024-04-25 01:28:07.100,-84.33570993299999,30.453866322
2024-04-25 01:28:07.150,-84.3357097995,30.453864963
2024-04-25 01:28:07.200,-84.335709666,30.453863604000002
2024-04-25 01:28:07.250,-84.33570953249999,30.453862245
2024-04-25 01:28:07.300,-84.335709399,30.453860886
2024-04-25 01:28:07.350,-84.3357092655,30.453859527000002
2024-04-25 01:28:07.400,-84.33570913199999,30.453858168
2024-04-25 01:28:07.450,-84.3357089985,30.453856809
2024-04-25 01:28:07.500,-84.33570886499999,30.45385545
2024-04-25 01:28:07.550,-84.33570873149999,30.453854091
2024-04-25 01:28:07.600,-84.335708598,30.453852732
2024-04-25 01:28:07.650,-84.33570846449999,30.453851373
2024-04-25 01:28:07.700,-84.33570833099999,30.453850014
2024-04-25 01:28:07.750,-84.3357081975,30.453848655
2024-04-25 01:28:07.800,-84.33570806399999,30.453847296
2024-04-25 01:28:07.850,-84.33570793049999,30.453845937
2024-04-25 01:28:07.900,-84.335707797,30.453844578
2024-04-25 01:28:07.950,-84.33570766349999,30.453843219
2024-04-25 01:28:08.000,-84.33570753,30.45384186
2024-04-25 01:28:08.050,-84.33570746299999,30.453840278
2024-04-25 01:28:08.100,-84.33570739599999,30.453838696000002
2024-04-25 01:28:08.150,-84.33570732899999,30.453837114000002
2024-04-25 01:28:08.200,-84.335707262,30.453835532
2024-04-25 01:28:08.250,-84.335707195,30.45383395
2024-04-25 01:28:08.300,-84.335707128,30.453832368
2024-04-25 01:28:08.350,-84.335707061,30.453830786
2024-04-25 01:28:08.400,-84.33570699399999,30.453829204
2024-04-25 01:28:08.450,-84.33570692699999,30.453827622000002
2024-04-25 01:28:08.500,-84.33570685999999,30.453826040000003
2024-04-25 01:28:08.550,-84.335706793,30.453824458
2024-04-25 01:28:08.600,-84.335706726,30.453822876
2024-04-25 01:28:08.650,-84.335706659,30.453821294
2024-04-25 01:28:08.700,-84.335706592,30.453819712
2024-04-25 01:28:08.750,-84.33570652499999,30.453818130000002
2024-04-25 01:28:08.800,-84.33570645799999,30.453816548000002
2024-04-25 01:28:08.850,-84.335706391,30.453814966
2024-04-25 01:28:08.900,-84.335706324,30.453813384
2024-04-25 01:28:08.950,-84.335706257,30.453811802
2024-04-25 01:28:09.000,-84.33570619,30.45381022
2024-04-25 01:28:09.050,-84.335706218,30.453808738
2024-04-25 01:28:09.100,-84.335706246,30.453807256
2024-04-25 01:28:09.150,-84.335706274,30.453805774000003
2024-04-25 01:28:09.200,-84.33570630199999,30.453804292
2024-04-25 01:28:09.250,-84.33570633,30.45380281
2024-04-25 01:28:09.300,-84.335706358,30.453801328
2024-04-25 01:28:09.350,-84.335706386,30.453799846000003
2024-04-25 01:28:09.400,-84.335706414,30.453798364
2024-04-25 01:28:09.450,-84.335706442,30.453796882
2024-04-25 01:28:09.500,-84.33570646999999,30.4537954
2024-04-25 01:28:09.550,-84.335706498,30.453793918000002
2024-04-25 01:28:09.600,-84.335706526,30.453792436
2024-04-25 01:28:09.650,-84.335706554,30.453790954
2024-04-25 01:28:09.700,-84.335706582,30.453789472
2024-04-25 01:28:09.750,-84.33570661,30.453787990000002
2024-04-25 01:28:09.800,-84.335706638,30.453786508
2024-04-25 01:28:09.850,-84.335706666,30.453785026
2024-04-25 01:28:09.900,-84.335706694,30.453783544
2024-04-25 01:28:09.950,-84.335706722,30.453782062000002
2024-04-25 01:28:10.000,-84.33570675,30.45378058
2024-04-25 01:28:10.050,-84.3357066,30.45377962
2024-04-25 01:28:10.100,-84.33570645,30.45377866
2024-04-25 01:28:10.150,-84.3357063,30.4537777
2024-04-25 01:28:10.200,-84.33570615,30.45377674
2024-04-25 01:28:10.250,-84.335706,30.45377578
2024-04-25 01:28:10.300,-84.33570585,30.45377482
2024-04-25 01:28:10.350,-84.33570569999999,30.45377386
2024-04-25 01:28:10.400,-84.33570555,30.4537729
